Log start on,2023-04-16 17:18:01
Feature,MEMS Sensor Fusion (Compact)
Nodes,TileBOX @323356, 
Date,HostTimestamp (ms),NodeName,NodeTimestamp,RawData,qi,qj,qk,qs,
16/04/2023 17:18:02.876,1074,TileBOX @323356,69572,,-0.7255,-0.1349,-0.6615,0.13367675,
16/04/2023 17:18:02.898,1096,TileBOX @323356,69580,99E30BFB24E68AE33BFB2BE67CE34AFB3FE6,-0.7271,-0.1269,-0.662,0.1302993,
16/04/2023 17:18:02.909,1107,TileBOX @323356,69580,,-0.7286,-0.1221,-0.6613,0.13006121,
16/04/2023 17:18:02.921,1119,TileBOX @323356,69580,,-0.73,-0.1206,-0.6593,0.13371263,
16/04/2023 17:18:02.945,1143,TileBOX @323356,69587,6AE347FB57E64BE338FB7EE638E30FFBA2E6,-0.7318,-0.1209,-0.6569,0.13540432,
16/04/2023 17:18:02.956,1154,TileBOX @323356,69587,,-0.7349,-0.1224,-0.653,0.13612959,
16/04/2023 17:18:02.967,1165,TileBOX @323356,69587,,-0.7368,-0.1265,-0.6494,0.13929501,
16/04/2023 17:18:03.033,1231,TileBOX @323356,69595,0EE3E5FAD5E6F0E2ACFA08E7B4E2AEFA3CE7,-0.741,-0.1307,-0.6443,0.13679938,
16/04/2023 17:18:03.044,1242,TileBOX @323356,69595,,-0.744,-0.1364,-0.6392,0.1388613,
16/04/2023 17:18:03.054,1252,TileBOX @323356,69595,,-0.75,-0.1362,-0.634,0.1303592,
16/04/2023 17:18:03.078,1276,TileBOX @323356,69602,8EE2A8FA63E74DE2D8FA94E721E2BFFAC7E7,-0.7538,-0.1368,-0.6301,0.12667017,
16/04/2023 17:18:03.098,1296,TileBOX @323356,69602,,-0.7647,-0.1345,-0.6201,0.11233706,
16/04/2023 17:18:03.097,1295,TileBOX @323356,69602,,-0.7603,-0.132,-0.6252,0.11681153,
16/04/2023 17:18:03.170,1368,TileBOX @323356,69610,EEE1D2FAF7E7B0E1E4FA33E87BE1EBFA6DE8,-0.7698,-0.1326,-0.6153,0.105976716,
16/04/2023 17:18:03.180,1378,TileBOX @323356,69610,,-0.776,-0.1308,-0.6093,0.09730803,
16/04/2023 17:18:03.192,1390,TileBOX @323356,69610,,-0.7813,-0.1301,-0.6035,0.09182609,
16/04/2023 17:18:03.214,1412,TileBOX @323356,69617,48E10BFB9FE818E1F1FAE2E8E5E0EBFA21E9,-0.7864,-0.1269,-0.5985,0.08525892,
16/04/2023 17:18:03.226,1424,TileBOX @323356,69617,,-0.7912,-0.1295,-0.5918,0.08369645,
16/04/2023 17:18:03.235,1433,TileBOX @323356,69617,,-0.7963,-0.1301,-0.5855,0.078549564,
16/04/2023 17:18:03.262,1460,TileBOX @323356,69625,BBE0BCFA64E990E0A1FAA5E969E069FAEAE9,-0.8005,-0.1348,-0.5788,0.07758411,
16/04/2023 17:18:03.273,1471,TileBOX @323356,69625,,-0.8048,-0.1375,-0.5723,0.07657302,
16/04/2023 17:18:03.283,1481,TileBOX @323356,69625,,-0.8087,-0.1431,-0.5654,0.0764819,
16/04/2023 17:18:03.350,1548,TileBOX @323356,69632,42E02FFA33EA25E0D7F97CEA00E090F9C9EA,-0.8126,-0.1489,-0.5581,0.077681236,
16/04/2023 17:18:03.367,1565,TileBOX @323356,69632,,-0.8155,-0.1577,-0.5508,0.08191346,
16/04/2023 17:18:03.371,1569,TileBOX @323356,69632,,-0.8192,-0.1648,-0.5431,0.08243064,
16/04/2023 17:18:03.394,1592,TileBOX @323356,69640,E9DF38F90DEBD4DFF6F84BEBC6DFB2F880EB,-0.8215,-0.1736,-0.5363,0.08592501,
16/04/2023 17:18:03.404,1602,TileBOX @323356,69640,,-0.8236,-0.1802,-0.5301,0.09058177,
16/04/2023 17:18:03.415,1613,TileBOX @323356,69640,,-0.825,-0.187,-0.5248,0.0948209,
16/04/2023 17:18:03.483,1681,TileBOX @323356,69647,BBDF4EF8C3EBB2DF19F8ECEBAADFDDF71CEC,-0.8261,-0.197,-0.5181,0.10159829,
16/04/2023 17:18:03.494,1692,TileBOX @323356,69647,,-0.827,-0.2023,-0.514,0.10464096,
16/04/2023 17:18:03.504,1702,TileBOX @323356,69647,,-0.8278,-0.2083,-0.5092,0.10988037,
16/04/2023 17:18:03.528,1726,TileBOX @323356,69655,A1DFC0F73BEC96DF8CF769EC84DF7DF788EC,-0.8287,-0.2112,-0.5061,0.11186437,
16/04/2023 17:18:03.538,1736,TileBOX @323356,69655,,-0.8298,-0.2164,-0.5015,0.11445848,
16/04/2023 17:18:03.549,1747,TileBOX @323356,69655,,-0.8316,-0.2179,-0.4984,0.11206453,
16/04/2023 17:18:03.573,1771,TileBOX @323356,69662,78DF72F79FEC60DF81F7B4EC4CDF76F7D4EC,-0.8328,-0.219,-0.4961,0.11121161,
16/04/2023 17:18:03.584,1782,TileBOX @323356,69662,,-0.8352,-0.2175,-0.494,0.10535057,
16/04/2023 17:18:03.593,1791,TileBOX @323356,69662,,-0.8372,-0.2186,-0.4908,0.10210567,
16/04/2023 17:18:03.665,1863,TileBOX @323356,69670,2EDF8BF7EFEC18DFA1F7FFECFDDEC3F713ED,-0.8402,-0.2165,-0.4881,0.09460473,
16/04/2023 17:18:03.677,1875,TileBOX @323356,69670,,-0.8424,-0.2143,-0.4865,0.088065416,
16/04/2023 17:18:03.685,1883,TileBOX @323356,69670,,-0.8451,-0.2109,-0.4845,0.08115978,
16/04/2023 17:18:03.711,1909,TileBOX @323356,69677,E3DECAF735EDD0DECEF754EDB8DEDDF771ED,-0.8477,-0.2102,-0.4811,0.07591792,
16/04/2023 17:18:03.721,1919,TileBOX @323356,69677,,-0.8496,-0.2098,-0.478,0.07536436,
16/04/2023 17:18:03.732,1930,TileBOX @323356,69677,,-0.852,-0.2083,-0.4751,0.070619546,
16/04/2023 17:18:03.800,1998,TileBOX @323356,69685,A6DECDF79AED95DEC7F7BEED87DEB2F7E3ED,-0.8538,-0.2099,-0.471,0.07159983,
16/04/2023 17:18:03.810,2008,TileBOX @323356,69685,,-0.8555,-0.2105,-0.4674,0.073121235,
16/04/2023 17:18:03.821,2019,TileBOX @323356,69685,,-0.8569,-0.2126,-0.4637,0.07420269,
16/04/2023 17:18:03.851,2049,TileBOX @323356,69692,73DEA4F710EE62DE8FF739EE54DE81F75DEE,-0.8589,-0.214,-0.4592,0.07503423,
16/04/2023 17:18:03.862,2060,TileBOX @323356,69692,,-0.8606,-0.2161,-0.4551,0.0745145,
16/04/2023 17:18:03.877,2075,TileBOX @323356,69692,,-0.862,-0.2175,-0.4515,0.076141745,
16/04/2023 17:18:03.932,2130,TileBOX @323356,69700,44DE74F782EE32DE58F7B6EE20DE44F7E5EE,-0.8636,-0.2188,-0.4478,0.07613626,
16/04/2023 17:18:03.943,2141,TileBOX @323356,69700,,-0.8654,-0.2216,-0.4426,0.07798411,
16/04/2023 17:18:03.954,2152,TileBOX @323356,69700,,-0.8672,-0.2236,-0.4379,0.07880828,
16/04/2023 17:18:03.979,2177,TileBOX @323356,69707,18DE45F7F4EE10DE3FF70CEFFFDD25F73EEF,-0.868,-0.2235,-0.4364,0.0786057,
16/04/2023 17:18:03.990,2188,TileBOX @323356,69707,,-0.8688,-0.2241,-0.434,0.08130066,
16/04/2023 17:18:03.999,2197,TileBOX @323356,69707,,-0.8705,-0.2267,-0.429,0.08243643,
16/04/2023 17:18:04.024,2222,TileBOX @323356,69715,FADD15F755EFF7DDFFF66EEF00DEC4F68FEF,-0.871,-0.2283,-0.4267,0.08464747,
16/04/2023 17:18:04.035,2233,TileBOX @323356,69715,,-0.8713,-0.2305,-0.4242,0.08809316,
16/04/2023 17:18:04.045,2243,TileBOX @323356,69715,,-0.8704,-0.2364,-0.4209,0.09675764,
16/04/2023 17:18:04.114,2312,TileBOX @323356,69722,FBDDA6F6B2EFFBDD6CF6E7EFFADD5CF6FEEF,-0.8709,-0.2394,-0.4174,0.09999041,
16/04/2023 17:18:04.125,2323,TileBOX @323356,69722,,-0.8709,-0.2452,-0.4121,0.107628085,
16/04/2023 17:18:04.135,2333,TileBOX @323356,69722,,-0.871,-0.2468,-0.4098,0.11186037,
16/04/2023 17:18:04.159,2357,TileBOX @323356,69730,E7DD6FF61AF0E8DD32F653F0DCDD3DF66BF0,-0.8729,-0.2449,-0.407,0.11144772,
16/04/2023 17:18:04.170,2368,TileBOX @323356,69730,,-0.8728,-0.251,-0.4013,0.11906906,
16/04/2023 17:18:04.179,2377,TileBOX @323356,69730,,-0.874,-0.2499,-0.3989,0.12063487,
16/04/2023 17:18:04.248,2446,TileBOX @323356,69737,D3DD4CF67AF0D7DD49F682F0CBDD55F69DF0,-0.8749,-0.2484,-0.3974,0.12215036,
16/04/2023 17:18:04.259,2457,TileBOX @323356,69737,,-0.8745,-0.2487,-0.3966,0.1269118,
16/04/2023 17:18:04.268,2466,TileBOX @323356,69737,,-0.8757,-0.2475,-0.3939,0.12936804,
16/04/2023 17:18:04.293,2491,TileBOX @323356,69745,CEDD59F6A5F0CFDD55F6B1F0CDDD55F6BBF0,-0.8754,-0.2471,-0.3931,0.13449468,
16/04/2023 17:18:04.304,2502,TileBOX @323356,69745,,-0.8753,-0.2475,-0.3919,0.13786986,
16/04/2023 17:18:04.314,2512,TileBOX @323356,69745,,-0.8755,-0.2475,-0.3909,0.13942973,
16/04/2023 17:18:04.385,2583,TileBOX @323356,69752,CFDD5EF6B7F0CCDD60F6ADF0C6DD59F6BFF0,-0.8753,-0.2466,-0.3913,0.1411477,
16/04/2023 17:18:04.395,2593,TileBOX @323356,69752,,-0.8756,-0.2464,-0.3923,0.13679329,
16/04/2023 17:18:04.406,2604,TileBOX @323356,69752,,-0.8762,-0.2471,-0.3905,0.13683881,
16/04/2023 17:18:04.430,2628,TileBOX @323356,69760,BFDD54F6C0F0BADD63F6B9F0AADD6DF6C8F0,-0.8769,-0.2476,-0.3904,0.13163754,
16/04/2023 17:18:04.440,2638,TileBOX @323356,69760,,-0.8774,-0.2461,-0.3911,0.12901486,
16/04/2023 17:18:04.451,2649,TileBOX @323356,69760,,-0.879,-0.2451,-0.3896,0.1244861,
16/04/2023 17:18:04.518,2716,TileBOX @323356,69767,A2DD6FF6C6F08EDD86F6D5F07FDD91F6E5F0,-0.8798,-0.2449,-0.3898,0.11845627,
16/04/2023 17:18:04.529,2727,TileBOX @323356,69767,,-0.8818,-0.2426,-0.3883,0.11312434,
16/04/2023 17:18:04.538,2736,TileBOX @323356,69767,,-0.8833,-0.2415,-0.3867,0.10918765,
16/04/2023 17:18:04.562,2760,TileBOX @323356,69775,71DD9CF6F7F061DDA6F60BF15EDD98F621F1,-0.8847,-0.2404,-0.3849,0.10661009,
16/04/2023 17:18:04.574,2772,TileBOX @323356,69775,,-0.8863,-0.2394,-0.3829,0.10270082,
16/04/2023 17:18:04.584,2782,TileBOX @323356,69775,,-0.8866,-0.2408,-0.3807,0.10499182,
16/04/2023 17:18:04.610,2808,TileBOX @323356,69782,53DD9BF63AF158DD81F655F15FDD7AF65BF1,-0.8877,-0.2405,-0.3782,0.105419286,
16/04/2023 17:18:04.621,2819,TileBOX @323356,69782,,-0.8872,-0.2431,-0.3755,0.113041066,
16/04/2023 17:18:04.631,2829,TileBOX @323356,69782,,-0.8865,-0.2438,-0.3749,0.11886665,
16/04/2023 17:18:04.700,2898,TileBOX @323356,69790,72DD65F662F17CDD4AF674F198DD29F678F1,-0.8846,-0.2459,-0.3742,0.13034731,
16/04/2023 17:18:04.710,2908,TileBOX @323356,69790,,-0.8836,-0.2486,-0.3724,0.13699378,
16/04/2023 17:18:04.721,2919,TileBOX @323356,69790,,-0.8808,-0.2519,-0.372,0.14951177,
16/04/2023 17:18:04.745,2943,TileBOX @323356,69797,ACDD16F681F1C1DDF4F591F1DDDDD7F595F1,-0.8788,-0.2538,-0.3711,0.15994044,
16/04/2023 17:18:04.755,2953,TileBOX @323356,69797,,-0.8767,-0.2572,-0.3695,0.16945505,
16/04/2023 17:18:04.766,2964,TileBOX @323356,69797,,-0.8739,-0.2601,-0.3691,0.18003331,
16/04/2023 17:18:04.834,3032,TileBOX @323356,69805,ECDDC0F59CF1F8DDA7F5AEF1F7DDA1F5B3F1,-0.8724,-0.2624,-0.3684,0.18532653,
16/04/2023 17:18:04.844,3042,TileBOX @323356,69805,,-0.8712,-0.2649,-0.3666,0.19090018,
16/04/2023 17:18:04.854,3052,TileBOX @323356,69805,,-0.8713,-0.2655,-0.3661,0.19056986,
16/04/2023 17:18:04.880,3078,TileBOX @323356,69812,FADD94F5C1F1F0DD9BF5C8F1F3DD98F5C6F1,-0.871,-0.2668,-0.3647,0.19279692,
16/04/2023 17:18:04.901,3099,TileBOX @323356,69812,,-0.872,-0.2661,-0.364,0.19055407,
16/04/2023 17:18:04.910,3108,TileBOX @323356,69812,,-0.8717,-0.2664,-0.3642,0.19112422,
16/04/2023 17:18:04.926,3124,TileBOX @323356,69820,EFDDA1F5C4F1EADDA0F5CBF1E7DDABF5CAF1,-0.8721,-0.2655,-0.3644,0.1901683,
16/04/2023 17:18:04.938,3136,TileBOX @323356,69820,,-0.8726,-0.2656,-0.3637,0.18907174,
16/04/2023 17:18:04.947,3145,TileBOX @323356,69820,,-0.8729,-0.2645,-0.3638,0.18903674,
16/04/2023 17:18:05.014,3212,TileBOX @323356,69827,E0DDB7F5D0F1D8DDC7F5D8F1D2DDD2F5D8F1,-0.8736,-0.2633,-0.3632,0.18863162,
16/04/2023 17:18:05.024,3222,TileBOX @323356,69827,,-0.8744,-0.2617,-0.3624,0.18869007,
16/04/2023 17:18:05.035,3233,TileBOX @323356,69827,,-0.875,-0.2606,-0.3624,0.18742703,
16/04/2023 17:18:05.103,3301,TileBOX @323356,69835,CBDDDFF5DBF1C5DDEAF5E1F1BFDDE7F5E6F1,-0.8757,-0.2593,-0.3621,0.18653846,
16/04/2023 17:18:05.126,3324,TileBOX @323356,69835,,-0.8769,-0.2585,-0.361,0.184128,
16/04/2023 17:18:05.126,3324,TileBOX @323356,69835,,-0.8763,-0.2582,-0.3615,0.18641044,
16/04/2023 17:18:05.149,3347,TileBOX @323356,69842,B0DD01F6F3F1A4DD0BF605F29FDD09F608F2,-0.8784,-0.2559,-0.3597,0.18315153,
16/04/2023 17:18:05.160,3358,TileBOX @323356,69842,,-0.8796,-0.2549,-0.3579,0.18231143,
16/04/2023 17:18:05.170,3368,TileBOX @323356,69842,,-0.8801,-0.2551,-0.3576,0.18019497,
16/04/2023 17:18:05.194,3392,TileBOX @323356,69850,9CDD11F608F298DD12F60BF294DD13F60AF2,-0.8804,-0.2543,-0.3576,0.1798599,
16/04/2023 17:18:05.205,3403,TileBOX @323356,69850,,-0.8808,-0.2542,-0.3573,0.17863488,
16/04/2023 17:18:05.214,3412,TileBOX @323356,69850,,-0.8812,-0.2541,-0.3574,0.17659268,
16/04/2023 17:18:05.284,3482,TileBOX @323356,69857,85DD20F621F277DD26F63AF274DD29F639F2,-0.8827,-0.2528,-0.3551,0.17560416,
16/04/2023 17:18:05.294,3492,TileBOX @323356,69857,,-0.8841,-0.2522,-0.3526,0.17445791,
16/04/2023 17:18:05.306,3504,TileBOX @323356,69857,,-0.8844,-0.2519,-0.3527,0.17316388,
16/04/2023 17:18:05.328,3526,TileBOX @323356,69865,73DD2EF634F270DD2EF634F270DD2CF632F2,-0.8845,-0.2514,-0.3532,0.17235862,
16/04/2023 17:18:05.339,3537,TileBOX @323356,69865,,-0.8848,-0.2514,-0.3532,0.17081192,
16/04/2023 17:18:05.348,3546,TileBOX @323356,69865,,-0.8848,-0.2516,-0.3534,0.17010225,
16/04/2023 17:18:05.372,3570,TileBOX @323356,69872,72DD2EF62AF273DD28F62AF271DD2BF628F2,-0.8846,-0.2514,-0.3542,0.16977413,
16/04/2023 17:18:05.383,3581,TileBOX @323356,69872,,-0.8845,-0.252,-0.3542,0.1694051,
16/04/2023 17:18:05.394,3592,TileBOX @323356,69872,,-0.8847,-0.2517,-0.3544,0.16838537,
16/04/2023 17:18:05.465,3663,TileBOX @323356,69880,72DD2DF62AF26FDD27F631F26CDD29F63AF2,-0.8846,-0.2515,-0.3542,0.16962591,
16/04/2023 17:18:05.475,3673,TileBOX @323356,69880,,-0.8849,-0.2521,-0.3535,0.16862784,
16/04/2023 17:18:05.485,3683,TileBOX @323356,69880,,-0.8852,-0.2519,-0.3526,0.16923507,
16/04/2023 17:18:05.508,3706,TileBOX @323356,69887,6DDD2CF636F268DD2EF642F266DD2DF64DF2,-0.8851,-0.2516,-0.353,0.1693706,
16/04/2023 17:18:05.518,3716,TileBOX @323356,69887,,-0.8856,-0.2514,-0.3518,0.1695507,
16/04/2023 17:18:05.530,3728,TileBOX @323356,69887,,-0.8858,-0.2515,-0.3507,0.17063299,
16/04/2023 17:18:05.600,3798,TileBOX @323356,69895,60DD34F65AF25ADD3DF664F253DD49F66EF2,-0.8864,-0.2508,-0.3494,0.17121343,
16/04/2023 17:18:05.611,3809,TileBOX @323356,69895,,-0.887,-0.2499,-0.3484,0.17145973,
16/04/2023 17:18:05.620,3818,TileBOX @323356,69895,,-0.8877,-0.2487,-0.3474,0.17161071,
16/04/2023 17:18:05.644,3842,TileBOX @323356,69902,4CDD49F67AF248DD48F67FF23BDD56F694F2,-0.8884,-0.2487,-0.3462,0.17040911,
16/04/2023 17:18:05.654,3852,TileBOX @323356,69902,,-0.8888,-0.2488,-0.3457,0.16918787,
16/04/2023 17:18:05.664,3862,TileBOX @323356,69902,,-0.8901,-0.2474,-0.3436,0.16868404,
16/04/2023 17:18:05.689,3887,TileBOX @323356,69910,30DD4FF6ADF22ADD53F6B6F222DD4FF6C6F2,-0.8912,-0.2481,-0.3411,0.16691239,
16/04/2023 17:18:05.700,3898,TileBOX @323356,69910,,-0.8918,-0.2477,-0.3402,0.16613676,
16/04/2023 17:18:05.709,3907,TileBOX @323356,69910,,-0.8926,-0.2481,-0.3386,0.16450441,
16/04/2023 17:18:05.780,3978,TileBOX @323356,69917,1ADD4DF6D4F20BDD52F6E8F2FBDC62F6F8F2,-0.8934,-0.2483,-0.3372,0.16272573,
16/04/2023 17:18:05.791,3989,TileBOX @323356,69917,,-0.8949,-0.2478,-0.3352,0.15934268,
16/04/2023 17:18:05.800,3998,TileBOX @323356,69917,,-0.8965,-0.2462,-0.3336,0.1561548,
16/04/2023 17:18:05.823,4021,TileBOX @323356,69925,D9DC97F60EF3C8DCAEF619F3A2DCF8F626F3,-0.8999,-0.2409,-0.3314,0.1494027,
16/04/2023 17:18:05.834,4032,TileBOX @323356,69925,,-0.9016,-0.2386,-0.3303,0.14522202,
16/04/2023 17:18:05.853,4051,TileBOX @323356,69925,,-0.9054,-0.2312,-0.329,0.13622193,
16/04/2023 17:18:05.914,4112,TileBOX @323356,69932,83DC36F72BF35BDC9AF726F339DCE9F729F3,-0.9085,-0.225,-0.3285,0.12684815,
16/04/2023 17:18:05.925,4123,TileBOX @323356,69932,,-0.9125,-0.215,-0.329,0.113479964,
16/04/2023 17:18:05.942,4140,TileBOX @323356,69932,,-0.9159,-0.2071,-0.3287,0.10096093,
16/04/2023 17:18:05.958,4156,TileBOX @323356,69940,17DC5FF808F3FCDBB6F8F9F2E8DB55F9ADF2,-0.9193,-0.1953,-0.332,0.08075521,
16/04/2023 17:18:05.970,4168,TileBOX @323356,69940,,-0.922,-0.1866,-0.3335,0.062242933,
16/04/2023 17:18:05.981,4179,TileBOX @323356,69940,,-0.924,-0.1707,-0.3411,0.027133679,
16/04/2023 17:18:06.050,4248,TileBOX @323356,69947,D6DBC8F99EF22424A705A60D0F241605F00D,-0.9258,-0.1592,-0.3426,0.013224221,
16/04/2023 17:18:06.062,4260,TileBOX @323356,69947,,0.9252,0.1447,0.3494,0.03140886,
16/04/2023 17:18:06.072,4270,TileBOX @323356,69947,,0.9231,0.1302,0.3568,0.060234,
16/04/2023 17:18:06.093,4291,TileBOX @323356,69955,F5237504410ED9231304610ECD23D903710E,0.9205,0.1141,0.3649,0.08067841,
16/04/2023 17:18:06.103,4301,TileBOX @323356,69955,,0.9177,0.1043,0.3681,0.107007705,
16/04/2023 17:18:06.114,4312,TileBOX @323356,69955,,0.9165,0.0985,0.3697,0.11682224,
16/04/2023 17:18:06.139,4337,TileBOX @323356,69962,99233103DA0E8023F202090F6E23B4021F0F,0.9113,0.0817,0.3802,0.13529731,
16/04/2023 17:18:06.149,4347,TileBOX @323356,69962,,0.9088,0.0754,0.3849,0.14230049,
16/04/2023 17:18:06.159,4357,TileBOX @323356,69962,,0.907,0.0692,0.3871,0.15071803,
16/04/2023 17:18:06.230,4428,TileBOX @323356,69970,6523B002410F4B2383027A0F5923F8028C0F,0.9061,0.0688,0.3905,0.14750984,
16/04/2023 17:18:06.241,4439,TileBOX @323356,69970,,0.9035,0.0643,0.3962,0.15026236,
16/04/2023 17:18:06.251,4449,TileBOX @323356,69970,,0.9049,0.076,0.398,0.13029197,
16/04/2023 17:18:06.273,4471,TileBOX @323356,69977,4623D002A50F16237302101044232C03DE0F,0.903,0.072,0.4005,0.13786489,
16/04/2023 17:18:06.284,4482,TileBOX @323356,69977,,0.8982,0.0627,0.4112,0.1421974,
16/04/2023 17:18:06.295,4493,TileBOX @323356,69977,,0.9028,0.0812,0.4062,0.1155866,
16/04/2023 17:18:06.364,4562,TileBOX @323356,69985,40230F03FA0FFB229D029910EA229702C610,0.9024,0.0783,0.409,0.11073547,
