Log start on,2023-03-29 19:30:31
Feature,MEMS Sensor Fusion (Compact)
Nodes,TileBOX @323356, 
Date,HostTimestamp (ms),NodeName,NodeTimestamp,RawData,qi,qj,qk,qs,
29/03/2023 19:30:31.816,193,TileBOX @323356,11767,74FB7D1E7DFC5DFB8E1E7EFC42FBA21E77FC,-0.1164,0.7805,-0.0899,0.6076091,
29/03/2023 19:30:31.908,285,TileBOX @323356,11774,2DFBB21E67FC0FFBC61E6BFCFBFADE1E6BFC,-0.1235,0.7858,-0.0921,0.5989856,
29/03/2023 19:30:31.918,295,TileBOX @323356,11774,,-0.1265,0.7878,-0.0917,0.5957852,
29/03/2023 19:30:31.928,305,TileBOX @323356,11774,,-0.1285,0.7902,-0.0917,0.59216785,
29/03/2023 19:30:31.952,329,TileBOX @323356,11782,E5FAF81E6DFCC5FA0C1F7DFCA8FA271F92FC,-0.1307,0.7928,-0.0915,0.588229,
29/03/2023 19:30:31.965,342,TileBOX @323356,11782,,-0.1339,0.7948,-0.0899,0.5850485,
29/03/2023 19:30:31.972,349,TileBOX @323356,11782,,-0.1368,0.7975,-0.0878,0.58100826,
29/03/2023 19:30:32.041,418,TileBOX @323356,11789,8AFA3F1FA0FC6AFA601FBEFC4BFA7A1FE2FC,-0.1398,0.7999,-0.0864,0.5771923,
29/03/2023 19:30:32.052,429,TileBOX @323356,11789,,-0.143,0.8032,-0.0834,0.5722457,
29/03/2023 19:30:32.062,439,TileBOX @323356,11789,,-0.1461,0.8058,-0.0798,0.5683072,
29/03/2023 19:30:32.090,467,TileBOX @323356,11797,2DFA9C1F0FFD0EFABA1F33FDF7F9DA1F59FD,-0.1491,0.8092,-0.0753,0.563289,
29/03/2023 19:30:32.101,478,TileBOX @323356,11797,,-0.1522,0.8122,-0.0717,0.5585923,
29/03/2023 19:30:32.111,488,TileBOX @323356,11797,,-0.1545,0.8154,-0.0679,0.55375284,
29/03/2023 19:30:32.132,509,TileBOX @323356,11804,C4F9F41F8DFD89F91220CDFD7AF93620F4FD,-0.1596,0.818,-0.0627,0.5490652,
29/03/2023 19:30:32.143,520,TileBOX @323356,11804,,-0.1655,0.821,-0.0563,0.54350626,
29/03/2023 19:30:32.152,529,TileBOX @323356,11804,,-0.167,0.8246,-0.0524,0.5379592,
29/03/2023 19:30:32.224,601,TileBOX @323356,11812,36F95B203FFEF2F8782097FE9EF89820ECFE,-0.1738,0.8283,-0.0449,0.53075105,
29/03/2023 19:30:32.235,612,TileBOX @323356,11812,,-0.1806,0.8312,-0.0361,0.5245826,
